"GSA
Organization",Region,Award Status,Product or Service Description,"Place of Performance
(City)","Place of Performance
(State)",Primary NAICS Code,Socioeconomic Category,Contract Type,Procurement Method,Competition Strategy,From (Min),To (Max),Delivery Order Value,"Incumbent Contractor Name
(if applicable)","Contract/Order Number
(if applicable)","New Requirement
or Exercise of Option or Recompete",Funding Agency/Office,Estimated Solicitation Date,"Link to Solicitation in FedBizOpps
(if available)","Estimated Award Fiscal Year
and Quarter","Point of Contact
(Name)","Point of Contact
(Email Address)",OSBU Small Business Technical Advisor (SBTA),Additional Information
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Herndon,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,BAE- CNXII,GS00Q12NSD0006,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Reston,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,CRGT- CNXII,GS00Q12NSD0007,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Dulles,VA,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Concert- CNXII,GS00Q12NSD0008,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Tinton Falls,NJ,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,EPS-CNXII,GS00Q12NSD0009,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Woodbridge,VA,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Futron- CNXII,GS00Q12NSD0010,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Fairfax,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,GDIT- CNXII,GS00Q12NSD0012,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Dulles,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Harris IT- CNXII,GS00Q12NSD0013,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Herndon,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,HPES- CNXII,GS00Q12NSD0014,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Derwood,MD,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Netcom- CNXII,GS00Q12NSD0015,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Herndon,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,NextiraOne- CNXII,GS00Q12NSD0016,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Fairfax,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Qwest- CNXII,GS00Q12NSD0017,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,McLean,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,SAIC- CNXII,GS00Q12NSD0018,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Falls Church,VA,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,The Centech Group- CNXII,GS00Q12NSD0019,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Glen Burnie,MD,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Vision Technology Inc.- CNXII,GS00Q12NSD0011,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Torrance,CA,517110,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Vector- CNXII,GS00Q12NSD0020,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,IT Services Connections 2,Ashburn,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$2,500.00","$10,000,000,000.00",,Verizon- CNXII,GS00Q12NSD0021,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Laura Seals,laura.seals@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Networx AT&T Universal,Oakton,VA,517110,Other Than Small,Fixed Price with Economic Price Adjustment,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$175,000,000.00","$48,100,000,000.00",,AT&T Universal - Networx,GS00T07NSD0007,Exercise of Option,Non-GSA funded,N/A,,FY 2015-3rd Quarter,Susan Digiacomo,susan.digiacomo@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Northeast Infrastructure Solutions,Washington,DC,517110,To Be Determined,Order Dependent,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$5,000.00","$5,000,000,000.00",,NA,N/A,Exercise of Option,Non-GSA funded,7/15/14,,FY 2015-4th Quarter,Terri Stoddard,terri.stoddard@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",
FAS-Office of Integrated Technology Services,Central Office,Awarded,Telecommunications Program and Operations Support,Chantilly,VA,517110,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$140,870.40","$140,870.40",,"Apptis, Inc.",GSQ0013NR4001,Exercise of Option,GSA funded,N/A,,FY 2015-1st Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,McLean,VA,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,"Americom Government Services, Inc.- CS2",GS00Q12NR4004,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Reston,VA,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,ARTEL- CS2,GS00Q12NR4005,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Herndon,VA,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,DRS Technical Services- CS2,GS00Q12NR4006,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Germantown,MD,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,Hughes Network Systems- CS2,GS00Q12NR4007,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Bethesda,MD,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,Intelsat General Corporation- CS2,GS00Q12NR4008,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Herndon,VA,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,Segovia- CS2,GS00Q12NR4009,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Annapolis,MD,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,TeleCommunication Systems- CS2,GS00Q12NR4010,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,Satellite Services CS2,Rockville,MD,517410,Other Than Small,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$2,600,000,000.00",,Astrium Services Government- CS2,GS00Q12NR4011,Exercise of Option,Non-GSA funded,N/A,,FY 2015-4th Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Satellite Services CS2-SB,Gaithersburg,MD,517410,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$900,000,000.00",,UltiSat- CS2-SB,GS00Q12NSD4000,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Satellite Services CS2-SB,Silver Spring,MD,517410,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$900,000,000.00",,AIS Engineering- CS2-SB,GS00Q12NSD4001,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Satellite Services CS2-SB,Fredrick,MD,517410,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$900,000,000.00",,"Knight Sky Consulting & Assoc,-CS2-SB",GS00Q12NSD4002,Exercise of Option,Non-GSA funded,N/A,,FY 2015-2nd Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Satellite Services CS2-SB,Arlington,VA,517410,Small Business,Firm Fixed Price,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$1,500.00","$900,000,000.00",,By Light-CS2-SB,GS00Q12NSD4003,Exercise of Option,To Be Determined,N/A,,FY 2015-2nd Quarter,Tracey Embry,tracey.embry@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Price Support,Washington,DC,541611,Other Than Small,Labor Hours,BPA Call,Competitive Schedule Buy,"$1,432,000.00","$4,737,808.00",,"Noblis, Inc.",GSQ0013NS3000,Exercise of Option,GSA funded,N/A,,FY 2015-1st Quarter,Eric Higginbottom,eric.higginbottom@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov","Final option exercised on 10/1/2014, task order end date 9/30/2015."
FAS-Office of Integrated Technology Services,Central Office,Awarded,Rate Intervention Program,Washington,DC,541611,Small Business,Labor Hours,Contract,Set-Aside,"$874,500.00","$4,645,000.00",,QSI,GSQ0011NS0021,Exercise of Option,GSA funded,N/A,,FY 2015-1st Quarter,Patti Stang,patricia.stang@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Networx MCI/Verizon Enterprise,Ashburn,VA,517110,Other Than Small,Fixed Price with Economic Price Adjustment,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$10,000,000.00","$20,100,000,000.00",,MCI Communication Services Inc. dba Verizon Business,GS00T07NSD0038,Exercise of Option,Non-GSA funded,N/A,,FY 2015-3rd Quarter,Rodger Hoover,rodger.hoover@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Awarded,Networx MCI/Verizon Universal,Ashburn,VA,517110,Other Than Small,Fixed Price with Economic Price Adjustment,Indefinite Delivery Indefinite Quantity-IDIQ,Full and Open Competition,"$175,000,000.00","$48,100,000,000.00",,MCI Communication Services Inc. dba Verizon Business,GS00T07NSD0008,Exercise of Option,Non-GSA funded,N/A,,FY 2015-3rd Quarter,Rodger Hoover,rodger.hoover@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Option Period to be exercised in FY2015
FAS-Office of Integrated Technology Services,Central Office,Planning,STARS II GWAC Open Season,Multiple Locations,,541512,Small Disadvantaged Business (includes Section 8a),Order Dependent,Government-wide Agency Contract-GWAC,"Full and Open after exclusion of sources (competitive small business set-asides, competitive 8a)",$250.00,"$5,000,000,000.00",,Various.  See www.gsa.gov/s2,N/A,Exercise of Option,Both,4/15/15,,FY 2015-4th Quarter,s2oS@GSA.gov,s2os@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",
FAS-Office of Integrated Technology Services,Central Office,Drafting Solicitation,Alliant 2 Small Business GWAC - IT Professional Services,Multiple Locations,VARIOUS LOCATIONS,541512,Small Business,Order Dependent,Government-wide Agency Contract-GWAC,"Full and Open after exclusion of sources (competitive small business set-asides, competitive 8a)","$10,000.00","$20,000,000,000.00",,Various. Refer to www.gsa.gov/AlliantSB,N/A,New Requirement,Both,N/A,,FY 2015-Quarter To Be Determined,Greg Byrd,Alliant2@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Program Name - Alliant 2 Small Business GWAC.  Draft RFP to be released 2nd Qtr -FY15. Additional information can be found at www.gsa.gov/alliant2
FAS-Office of Integrated Technology Services,Central Office,Drafting Solicitation,Alliant 2 GWAC - IT Professional Services,Multiple Locations,VARIOUS LOCATIONS,541512,To Be Determined-IDIQ,Order Dependent,Government-wide Agency Contract-GWAC,"Full and Open after exclusion of sources (competitive small business set-asides, competitive 8a)","$10,000.00","$50,000,000,000.00",,Various. Refer to www.gsa.gov/Alliant,N/A,New Requirement,Both,N/A,,FY 2015-Quarter To Be Determined,John Cavadias,Alliant2@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",Program Name - Alliant 2 GWAC. Draft RFP to be released 2nd Qtr -FY15. Additional information can be found at www.gsa.gov/alliant2
FAS-Office of Integrated Technology Services,Central Office,GAO Protest: Corrective Action,HSPD-12,Multiple Locations,VARIOUS LOCATIONS,541511 & 541519,To Be Determined,FP and T&M,Competitive,MAS 70,$0.00,$0.00,,Hewlett Packard Enterprise Services (HPES),GSQ0011NS0030,New Requirement,GSA funded,3/25/14,NA,FY 2015-3rd Quarter,Jasmine Carter,jasmine.carter@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",NA
FAS-Office of Integrated Technology Services,Central Office,Planning,ITS Cloud Program Management Office Support,Washington,DC,541611,Small Disadvantaged Business (includes Section 8a),Firm Fixed Price,Government-wide Agency Contract-GWAC,"Full and Open after exclusion of sources (competitive small business set-asides, competitive 8a)",$0.00,$0.00,,,NA,New Requirement,GSA funded,N/A,NA,FY 2015-4th Quarter,Ben Reed,ben.reed@gsa.gov,"Dewayne Carter, 703-605-2587, dewayne.carter@gsa.gov",NA
